x,y,z
"-0,375454006","-0,496741852","-1,029778788"
"-0,348233611","-0,48712822","-1,047848925"
"-0,320429932","-0,477764951","-1,065167679"
"-0,292012439","-0,468675828","-1,081727205"
"-0,26295212","-0,459864932","-1,097523341"
"-0,233220514","-0,451328553","-1,112553195"
"-0,202789159","-0,443062982","-1,126813872"
"-0,171629591","-0,435064507","-1,14030248"
"-0,139713351","-0,427329418","-1,153016124"
"-0,107012189","-0,419849776","-1,164950593"
"-0,073498107","-0,412614725","-1,176105128"
"-0,039142796","-0,405616694","-1,186482062"
"-0,003918751","-0,39883041","-1,196076905"
"0,032201535","-0,392230601","-1,204885163"
"0,069245568","-0,385791994","-1,212902346"
"0,107240852","-0,379489315","-1,220123962"
"0,146214894","-0,373297292","-1,22654552"
"0,18619197","-0,367148884","-1,23211818"
"0,227204391","-0,361074156","-1,236909857"
"0,269279144","-0,355024839","-1,240897731"
"0,312442394","-0,348941788","-1,24404658"
"0,356720309","-0,342765856","-1,246321179"
"0,402139055","-0,336437898","-1,247686305"
"0,448724798","-0,329898766","-1,248106734"
"0,496503706","-0,323089315","-1,247547242"
"0,545501944","-0,315950398","-1,245972606"
"0,595738516","-0,308383005","-1,243297336"
"0,647248069","-0,300352396","-1,239520279"
"0,700056257","-0,291771629","-1,2345746"
"0,754176794","-0,282491379","-1,228314177"
"0,809623391","-0,272362324","-1,220592888"
"0,866409762","-0,26123514","-1,211264613"
"0,924549619","-0,248960505","-1,200183231"
"0,984051066","-0,235365463","-1,187174061"
"1,044921601","-0,220252989","-1,172033637"
"1,107145152","-0,203339731","-1,154453887"
"1,170695121","-0,184305019","-1,134081525"
"1,235531573","-0,162791311","-1,110519045"
"1,301630833","-0,138461751","-1,083394757"
"1,368895382","-0,110776593","-1,05209625"
"1,437194357","-0,079109268","-1,015907323"
"1,506355668","-0,042757961","-0,974021958"
"1,576260631","-0,001055682","-0,925679917"
"1,646561907","0,047074713","-0,869636018"
"1,716804935","0,102890924","-0,804429617"
"1,786399285","0,167777577","-0,728444993"
"1,854933671","0,243143155","-0,64005777"
"1,921247825","0,33106205","-0,536832563"
"1,98381687","0,433899255","-0,415974904"
"2,040717743","0,55394642","-0,274730621"
"2,090447116","0,694344901","-0,109454471"
"2,129213579","0,857916048","0,083387788"
"2,152125992","1,0471232","0,30705032"
"2,154137057","1,264303636","0,56467001"
"2,128174616","1,510215356","0,857931228"
"2,065387542","1,782580362","1,185494214"
"1,955841364","2,07491809","1,541762787"
"1,789539704","2,37404677","1,914198796"
"1,558160912","2,65929947","2,282516622"
"1,259013435","2,902152486","2,618065187"
"0,89595086","3,068652216","2,886365179"
"0,486240774","3,130481321","3,058262634"
"0,05347996","3,066088563","3,111303209"
"-0,373148973","2,876699438","3,046077554"
"-0,766946852","2,578805497","2,878747449"
"-1,109503133","2,203246274","2,640108423"
"-1,392384718","1,784413844","2,364613439"
"-1,615729304","1,352952764","2,082920575"
"-1,785191773","0,932276871","1,818360028"
"-1,908815035","0,536382128","1,584664846"
"-1,994679611","0,173025058","1,389118427"
"-2,050087361","-0,155075317","1,233856122"
"-2,080376069","-0,44877974","1,116956351"
"-2,090129915","-0,710098752","1,035310857"
"-2,082067148","-0,941825745","0,984244043"
"-2,058188495","-1,146511498","0,958789882"
"-2,020063391","-1,326778254","0,953812299"
"-1,968596887","-1,48416094","0,96421144"
"-1,904586527","-1,619446896","0,985075933"
"-1,828965192","-1,733394924","1,011647163"
"-1,742550732","-1,826018457","1,038966468"
"-1,646657699","-1,897077283","1,063235415"
"-1,542876009","-1,946404877","1,081105407"
"-1,432675924","-1,974164941","1,089807541"
"-1,318235273","-1,979760237","1,085861187"
"-1,201610552","-1,964393847","1,068713878"
"-1,084713449","-1,929733515","1,038527526"
"-0,969455651","-1,877446983","0,995464042"
"-0,857588358","-1,809475063","0,940079464"
"-0,750677594","-1,728596734","0,874128933"
"-0,649465647","-1,63757108","0,799686942"
"-0,554602123","-1,539122229","0,718826546"
"-0,4665029","-1,435959415","0,633698758"
"-0,385147734","-1,330528707","0,546373037"
"-0,310198557","-1,224702651","0,458510186"
"-0,241303714","-1,120268766","0,371703063"
"-0,17794648","-1,018769986","0,287374881"
"-0,119524227","-0,921080451","0,206415526"
"-0,065436246","-0,82787048","0,129546142"
"-0,015122973","-0,739648494","0,057352614"
"0,032073338","-0,656798624","-0,009661946"
"0,076607298","-0,579225756","-0,071399971"
"0,118914502","-0,506796732","-0,127796734"
"0,159419452","-0,439374802","-0,178788599"
"0,198488612","-0,37672918","-0,22437378"
"0,236456781","-0,318505496","-0,264663294"
"0,273517703","-0,264308328","-0,299788771"
"0,309865128","-0,213742255","-0,329881838"
"0,345649764","-0,166421108","-0,355055109"
"0,381059784","-0,121910236","-0,375482047"
"0,41619777","-0,07978649","-0,391299517"
"0,451065421","-0,039657529","-0,402588293"
"0,485664432","-0,001131014","-0,409429147"
"0,519996502","0,036185397","-0,411902853"
"0,554029093","0,072668931","-0,410076541"
"0,587622222","0,108649177","-0,403966071"
"0,621006306","0,144623297","-0,3936929"
"0,653960707","0,180891216","-0,379187069"
"0,686264783","0,217752858","-0,360378617"
"0,717697893","0,25550815","-0,337197585"
"0,748039398","0,294457016","-0,30957401"
"0,777068657","0,334899381","-0,277437935"
"0,804565029","0,377135171","-0,240719397"
"0,830258828","0,421419163","-0,199364461"
"0,853804829","0,468026106","-0,153200075"
"0,87475272","0,517088452","-0,10217488"
"0,892615004","0,568683447","-0,046285711"
"0,906904191","0,622880969","0,014462913"
"0,917101359","0,679515422","0,07983297"
"0,922579045","0,738943354","0,15017768"
"0,922688456","0,800569535","0,224868718"
"0,916780801","0,863798731","0,303277761"
"0,904207287","0,928035712","0,384776485"
"0,884532023","0,992536024","0,468552022"
"0,856773821","1,056501876","0,553829875"
"0,820406417","1,118559235","0,639188405"
"0,775437925","1,177007427","0,722791406"
"0,721876456","1,230145775","0,802802672"
"0,659730124","1,276273604","0,877385997"
"0,589365807","1,313885278","0,944873869"
"0,511244703","1,340376216","1,00244993"
"0,426792699","1,354704675","1,048782166"
"0,337497401","1,355937044","1,082642951"
"0,244846414","1,343139716","1,102804657"
"0,150334953","1,316056541","1,108712674"
"0,056302009","1,27446395","1,099718691"
"-0,035784675","1,219886511","1,077021676"
"-0,124467458","1,153867896","1,041840939"
"-0,208309614","1,077944108","0,995390675"
"-0,286125981","0,994005253","0,93924006"
"-0,35708563","0,904373975","0,875403228"
"-0,420936824","0,811056936","0,805658959"
"-0,477441512","0,716025294","0,731754807"
"-0,526547591","0,621165674","0,655372288"
"-0,568503763","0,528054587","0,577940064"
"-0,603727198","0,437763634","0,500445217"
"-0,632633766","0,351334145","0,423848797"
"-0,655713006","0,269618532","0,348950963"
"-0,673500235","0,193079752","0,276225161"
"-0,686500501","0,121943041","0,205942506"
"-0,695196234","0,05639107","0,138339876"
"-0,700106116","-0,003491426","0,073573899"
"-0,701644944","-0,057841887","0,011629881"
"-0,70017112","-0,106873073","-0,047565569"
"-0,696043043","-0,150797745","-0,104085843"
"-0,689579434","-0,189855332","-0,158021196"
"-0,681091504","-0,224356134","-0,209511658"
"-0,670781866","-0,254611982","-0,25869144"
"-0,658846157","-0,280934611","-0,305694268"
"-0,645473009","-0,303630159","-0,350649854"
"-0,630833443","-0,323013197","-0,393689868"
"-0,615054326","-0,33938116","-0,434931753"
"-0,598226579","-0,352998871","-0,474470708"
"-0,580441125","-0,36413115","-0,51240193"
"-0,56178009","-0,37303062","-0,54881408"
"-0,542314782","-0,379948723","-0,583791472"
"-0,522083624","-0,385085578","-0,617391718"
"-0,501119265","-0,3886313","-0,649667518"
"-0,479453516","-0,390773824","-0,680670768"
"-0,457109342","-0,391684135","-0,710445543"
"-0,434106141","-0,391531691","-0,739033764"
"-0,410444474","-0,390435445","-0,766459233"
"-0,386124902","-0,38851435","-0,792745751"
"-0,361147986","-0,385887359","-0,817917122"
"-0,335509342","-0,38265572","-0,841992092"
"-0,309202996","-0,378923397","-0,864989188"
"-0,282214676","-0,374754956","-0,886917513"
"-0,25452975","-0,370213309","-0,907785761"
"-0,226133589","-0,365361366","-0,927602625"
"-0,197009619","-0,360242861","-0,946371895"
"-0,16714155","-0,354928496","-0,96410586"
"-0,136509228","-0,349442779","-0,980805518"
"-0,105091826","-0,343801479","-0,996469583"
"-0,072868518","-0,338020368","-1,01109677"
"-0,039818476","-0,332115216","-1,024685793"
"-0,005920875","-0,326101793","-1,037235366"
"0,028842946","-0,319957938","-1,048722675"
"0,064499909","-0,313730322","-1,059179049"
"0,101070706","-0,307391014","-1,068584531"
"0,138575799","-0,300909367","-1,076917325"
"0,177035651","-0,29425473","-1,08415563"
"0,216470725","-0,287396455","-1,090277651"
"0,256901483","-0,280303893","-1,095261587"
"0,298348388","-0,272946393","-1,099085643"
"0,3408172","-0,265222093","-1,101658227"
"0,384349557","-0,257162873","-1,103043115"
"0,428962164","-0,248702326","-1,10318706"
"0,474662078","-0,239733063","-1,101992384"
"0,521456356","-0,230147695","-1,099361411"
"0,569352053","-0,219838833","-1,095196462"
"0,618356226","-0,20869909","-1,089399862"
"0,668475933","-0,196621075","-1,081873932"
"0,719700842","-0,183452491","-1,072465933"
"0,772049938","-0,16909032","-1,061089585"
"0,825511873","-0,153351189","-1,047560424"
"0,880039908","-0,135965942","-1,031587494"
"0,935587304","-0,11666542","-1,012879843"
"0,992107319","-0,095180465","-0,991146515"
"1,04948217","-0,071130582","-0,965958942"
"1,107743473","-0,044325259","-0,937126787"
"1,166780405","-0,014334594","-0,90417012"
"1,226341838","0,019485159","-0,86634529"
"1,286176647","0,057777748","-0,822908645"
"1,346033704","0,101186917","-0,773116533"
"1,405553201","0,150443203","-0,716115758"
"1,46449439","0,20632523","-0,651014176"
"1,522175068","0,269945656","-0,576496319"
"1,577696571","0,342558181","-0,491064072"
"1,630143624","0,425410421","-0,393224215"
"1,678227952","0,519781393","-0,281410628"
"1,720972156","0,627487001","-0,1534916"
"1,755722789","0,749776456","-0,007771022"
"1,779826403","0,887898968","0,157447213"
"1,790496611","1,042999851","0,343764031"
"1,783858265","1,215445547","0,552083233"
"1,755257244","1,40402604","0,781722369"
"1,699513304","1,606622773","1,03110967"
"1,611231112","1,81720157","1,294621459"
"1,485306907","2,027681155","1,56448444"
"1,317788566","2,225883998","1,828666692"
"1,107975139","2,396357603","2,071538093"
"0,857460746","2,521457636","2,275090163"
"0,57467224","2,585607948","2,423097729"
"0,270726757","2,576129788","2,502163694"
"-0,039307498","2,488138447","2,506561983"
"-0,340230071","2,325957939","2,439928289"
"-0,618729629","2,100892263","2,31291165"
"-0,865462968","1,829889683","2,141908913"
"-1,075729923","1,531350255","1,94481629"
"-1,248849736","1,222121052","1,737984694"
"-1,386911959","0,916403238","1,535130148"
"-1,49383552","0,623322474","1,344859646"
"-1,574020173","0,349851678","1,173635254"
"-1,631758887","0,09893956","1,023888829"
"-1,670811437","-0,128277991","0,896175469"
"-1,694595404","-0,331770055","0,789979324"
"-1,705551172","-0,512794644","0,703385248"
"-1,705731971","-0,672760299","0,634268465"
"-1,696937278","-0,813412757","0,58018751"
"-1,680256527","-0,936299196","0,538725196"
"-1,656655368","-1,042886606","0,507510121"
"-1,627014219","-1,134519758","0,484314778"
"-1,592033227","-1,212476416","0,466814643"
"-1,552290531","-1,277588995","0,453317639"
"-1,508354926","-1,330652081","0,442189952"
"-1,460778345","-1,372474056","0,432002553"
"-1,410132814","-1,403667638","0,421131814"
"-1,356999057","-1,424773152","0,408379501"
"-1,301911234","-1,436411001","0,393242385"
"-1,245403503","-1,439201587","0,375217235"
"-1,188010024","-1,433765315","0,353800823"
"-1,130194642","-1,42072939","0,328604073"
"-1,072544581","-1,400783021","0,299425934"
"-1,015535712","-1,37468122","0,266351272"
"-0,959426016","-1,343191679","0,229726465"
"-0,904473474","-1,307082094","0,189897893"
"-0,850936067","-1,267120157","0,147211936"
"-0,799019522","-1,224012531","0,102005367"
"-0,748897623","-1,178590492","0,054803433"
"-0,700635216","-1,13157936","0,006114242"
"-0,654164161","-1,083504257","-0,043638359"
"-0,609416318","-1,034890306","-0,094030523"
"-0,566323547","-0,986262632","-0,1446384"
"-0,524817443","-0,938075398","-0,195081814"
"-0,484772829","-0,89075768","-0,244962738"
"-0,446024899","-0,84464261","-0,293960031"
"-0,408415635","-0,799887517","-0,341875961"
"-0,371787014","-0,756649729","-0,388512795"
"-0,335981016","-0,715086573","-0,4336728"
"-0,300848498","-0,675330637","-0,47717866"
"-0,266221394","-0,63746273","-0,518884843"
"-0,231947284","-0,601499346","-0,558696086"
"-0,197904146","-0,567399994","-0,596566868"
"-0,163969956","-0,535124185","-0,63245167"
"-0,130022692","-0,50463143","-0,666304974"
"-0,095961152","-0,47586388","-0,698092842"
"-0,061656579","-0,448755592","-0,727794488"
"-0,027017084","-0,423209846","-0,755408926"
"0,008023675","-0,399113615","-0,780944678"
"0,043532038","-0,37635387","-0,804410263"
"0,079574347","-0,354817584","-0,825814201"
"0,116216943","-0,33439173","-0,845165013"
"0,153493506","-0,31493989","-0,862428602"
"0,191490126","-0,296366704","-0,877680163"
"0,230258355","-0,278549303","-0,890942755"
"0,269816611","-0,261340119","-0,902189066"
"0,310183309","-0,244591587","-0,911391788"
"0,351376865","-0,228156137","-0,918523612"
"0,393415694","-0,211886204","-0,923557228"
"0,436318211","-0,195634221","-0,926465328"
"0,480102834","-0,17925262","-0,927220601"
"0,524774364","-0,162574688","-0,925764833"
"0,570338522","-0,145441411","-0,922042444"
"0,616774344","-0,127649833","-0,915929388"
"0,664054174","-0,108986354","-0,907285528"
"0,712150359","-0,089237375","-0,895970726"
"0,761012136","-0,068156884","-0,881797644"
"0,810625441","-0,045540311","-0,864633537"
"0,860889003","-0,02106244","-0,844176724"
"0,911691292","0,005615781","-0,820106087"
"0,962920775","0,034833402","-0,792100506"
"1,01439868","0,06699737","-0,759745798"
"1,066053358","0,102451556","-0,722715199"
"1,117559866","0,14176244","-0,680382254"
"1,16858189","0,185506313","-0,6321072"
"1,218774931","0,234260854","-0,5772476"
"1,267626703","0,288679849","-0,515048895"
"1,314864455","0,349470124","-0,444726689"
"1,35952564","0,417455976","-0,365272988"
"1,400647714","0,493461705","-0,275679798"
"1,437256138","0,578301865","-0,174946979"
"1,468137075","0,672781764","-0,062042321"
"1,491608026","0,777572918","0,063971007"
"1,50570544","0,892897049","0,203583433"
"1,508347933","1,019540368","0,357913072"
"1,496768285","1,156483218","0,52624696"
"1,468032403","1,302056349","0,707196109"
"1,419431655","1,453879464","0,898599468"
"1,347087718","1,609065215","1,097929172"
"1,249066128","1,760719819","1,298305812"
"1,12373754","1,901466124","1,492312695"
"0,970359155","2,023164731","1,67169876"
"0,790248919","2,115615506","1,825956864"
"0,588115355","2,170254428","1,946018138"
"0,369427168","2,179531599","2,023794966"
"0,142399005","2,138453606","2,053559528"
"-0,084391107","2,048503017","2,036150208"
"-0,302525076","1,912806538","1,974005466"
"-0,505012936","1,739228478","1,874324512"
"-0,686795624","1,537556751","1,74628735"
"-0,845230256","1,31815452","1,599676811"
"-0,979476945","1,090907264","1,443839009"
"-1,090431947","0,863940724","1,286389503"
"-1,179868087","0,644190358","1,133799958"
"-1,250207013","0,435667666","0,989664884"
"-1,303903964","0,241561566","0,856774419"
"-1,343533074","0,063674607","0,736601944"
"-1,371172183","-0,097779297","0,629071829"
"-1,388776919","-0,242791451","0,533912086"
"-1,398103228","-0,371898345","0,450354706"
"-1,400412715","-0,486066101","0,377233818"
"-1,396814917","-0,586279232","0,313377925"
"-1,388368696","-0,673643031","0,257500806"
"-1,375828426","-0,749236856","0,208388757"
"-1,359746224","-0,814020115","0,16498682"
"-1,340674204","-0,868952214","0,126240039"
"-1,319099994","-0,914918602","0,091212028"
"-1,295469272","-0,952819684","0,058906105"
"-1,27008145","-0,983322975","0,028712195"
"-1,243215261","-1,00706316","7,61E-05"
"-1,215149435","-1,024674921","-0,027556433"
"-1,186113511","-1,036726741","-0,054604504"
"-1,156394094","-1,043827391","-0,081605711"
"-1,126161847","-1,046430601","-0,108764545"
"-1,095556959","-1,04495221","-0,13620338"
"-1,06471962","-1,039808056","-0,164044588"
"-1,033790018","-1,031413977","-0,19241054"
"-1,002888484","-1,020162412","-0,22139951"
"-0,97212747","-1,006438179","-0,25103671"
"-0,941602526","-0,990598324","-0,281307385"
"-0,911343185","-0,972919162","-0,312134962"
"-0,881378982","-0,953677005","-0,343442866"
"-0,851739449","-0,933148164","-0,375154523"
"-0,822454121","-0,911608954","-0,407193359"
"-0,793507541","-0,889236786","-0,43947627"
"-0,764935976","-0,86638617","-0,471861504"
"-0,736702829","-0,843202736","-0,504254242"
"-0,708767442","-0,819821026","-0,536561497"
"-0,681089156","-0,796375578","-0,568690286"
"-0,653627313","-0,773000932","-0,600547625"
"-0,626341255","-0,749831627","-0,632040528"
"-0,599190325","-0,727002137","-0,663076052"
"-0,572126613","-0,704574989","-0,693593642"
"-0,545086912","-0,682688904","-0,723476366"
"-0,51801746","-0,661374303","-0,752678438"
"-0,490864493","-0,640661608","-0,781154073"
"-0,463574249","-0,620581239","-0,808857483"
"-0,436092965","-0,601163618","-0,835742882"
"-0,408366878","-0,582439166","-0,861764483"
"-0,380345872","-0,564429598","-0,8868831"
"-0,351977706","-0,547142093","-0,91106754"
"-0,323202639","-0,530591696","-0,934279322"
"-0,293978029","-0,514758394","-0,956507505"
"-0,264261236","-0,499622172","-0,977741149"
"-0,234009621","-0,485163018","-0,997969314"
"-0,203180541","-0,471360917","-1,017181059"
"-0,171731358","-0,458195857","-1,035365443"
"-0,139619516","-0,445647648","-1,052511506"
"-0,106812101","-0,433675345","-1,068612658"
"-0,073261702","-0,422265349","-1,083673177"
"-0,038936332","-0,411372878","-1,097690521"
"-0,003803999","-0,400953147","-1,110662147"
"0,032167286","-0,390961373","-1,122585511"
"0,069009513","-0,381352773","-1,133458073"
"0,10675467","-0,372082562","-1,143277288"
"0,145434748","-0,363105958","-1,152040614"
"0,185068053","-0,354322061","-1,15967864"
"0,225701317","-0,345758154","-1,166294037"
"0,267363263","-0,33735545","-1,171875493"
"0,310077018","-0,329030477","-1,176380168"
"0,35386571","-0,320699765","-1,179765222"
"0,398752463","-0,312279847","-1,181987816"
"0,444760407","-0,303687251","-1,183005108"
"0,491912667","-0,294838508","-1,182774261"
"0,540232371","-0,285650148","-1,181252433"
"0,589742644","-0,276038702","-1,178396785"
"0,640450287","-0,2658593","-1,174084651"
"0,692397091","-0,255075786","-1,16833451"
"0,745591847","-0,243532946","-1,161011026"
"0,800031278","-0,231032861","-1,151923481"
"0,855712104","-0,217377615","-1,140881152"
"0,91263105","-0,202369289","-1,127693321"
"0,970784837","-0,185809966","-1,112169267"
