x,y,z
"-0,6326337661","0,3513341446","0,423848797"
"-0,6557130062","0,269618532","0,3489509631"
"-0,6735002346","0,1930797525","0,2762251605"
"-0,6865005011","0,1219430409","0,2059425056"
"-0,6951962342","0,05639106986","0,1383398764"
"-0,7001061158","-0,003491426486","0,07357389944"
"-0,7016449442","-0,05784188703","0,01162988124"
"-0,7001711199","-0,1068730728","-0,04756556917"
"-0,6960430431","-0,1507977446","-0,1040858428"
"-0,6895794337","-0,1898553316","-0,1580211955"
"-0,6810915039","-0,2243561339","-0,2095116582"
"-0,6707818657","-0,2546119818","-0,2586914395"
"-0,6588461565","-0,2809346113","-0,3056942676"
"-0,6454730088","-0,3036301589","-0,3506498545"
"-0,6308334427","-0,3230131972","-0,3936898675"
"-0,6150543258","-0,3393811604","-0,434931753"
"-0,5982265793","-0,3529988707","-0,4744707081"
"-0,5804411247","-0,3641311505","-0,5124019302"
"-0,5617800897","-0,3730306201","-0,5488140803"
"-0,542314782","-0,3799487228","-0,5837914719"
"-0,5220836241","-0,3850855778","-0,6173917176"
"-0,5011192647","-0,3886313004","-0,6496675181"
"-0,4794535156","-0,390773824","-0,6806707682"
"-0,4571093417","-0,3916841355","-0,7104455435"
"-0,434106141","-0,3915316913","-0,7390337642"
"-0,4104444743","-0,3904354449","-0,7664592327"
"-0,3861249025","-0,3885143496","-0,7927457512"
"-0,3611479863","-0,3858873587","-0,8179171222"
"-0,3355093418","-0,3826557198","-0,8419920921"
"-0,309202996","-0,3789233965","-0,8649891879"
"-0,2822146755","-0,3747549558","-0,8869175133"
"-0,25452975","-0,3702133087","-0,9077857613"
"-0,2261335889","-0,3653613662","-0,9276026249"
"-0,1970096191","-0,3602428606","-0,9463718952"
"-0,1671415501","-0,354928496","-0,9641058603"
"-0,1365092281","-0,3494427787","-0,9808055181"
"-0,1050918262","-0,3438014793","-0,996469583"
"-0,07286851794","-0,3380203682","-1,01109677"
"-0,03981847646","-0,3321152159","-1,024685793"
"-0,005920875143","-0,326101793","-1,037235366"
"0,02884294634","-0,3199579381","-1,048722675"
"0,06449990897","-0,3137303217","-1,059179049"
"0,1010707056","-0,3073910144","-1,068584531"
"0,1385757989","-0,3009093671","-1,076917325"
"0,1770356512","-0,2942547304","-1,08415563"
"0,2164707251","-0,2873964554","-1,090277651"
"0,2569014831","-0,2803038926","-1,095261587"
"0,2983483878","-0,272946393","-1,099085643"
"0,3408172004","-0,2652220927","-1,101658227"
"0,384349557","-0,257162873","-1,103043115"
"0,4289621642","-0,2487023258","-1,10318706"
"0,4746620782","-0,2397330627","-1,101992384"
"0,5214563557","-0,2301476948","-1,099361411"
"0,569352053","-0,2198388334","-1,095196462"
"0,6183562265","-0,2086990898","-1,089399862"
"0,6684759326","-0,1966210754","-1,081873932"
"0,7197008425","-0,1834524911","-1,072465933"
"0,7720499378","-0,16909032","-1,061089585"
"0,8255118729","-0,1533511894","-1,047560424"
"0,8800399081","-0,1359659418","-1,031587494"
"0,9355873035","-0,1166654197","-1,012879843"
"0,9921073194","-0,09518046536","-0,9911465146"
"1,04948217","-0,0711305816","-0,9659589417"
"1,107743473","-0,04432525943","-0,9371267872"
"1,166780405","-0,01433459445","-0,9041701204"
"1,226341838","0,01948515928","-0,8663452901"
"1,286176647","0,05777774772","-0,8229086449"
"1,346033704","0,1011869168","-0,7731165333"
"1,405553201","0,1504432026","-0,7161157576"
"1,46449439","0,2063252304","-0,6510141763"
"1,522175068","0,2699456564","-0,5764963193"
"1,577696571","0,3425581815","-0,4910640723"
"1,630143624","0,4254104209","-0,3932242145"
"1,678227952","0,5197813929","-0,2814106281"
"1,720972156","0,6274870015","-0,1534915995"
"1,755722789","0,7497764564","-0,007771021708"
"1,779826403","0,8878989675","0,1574472126"
"1,790496611","1,042999851","0,3437640313"
"1,783858265","1,215445547","0,5520832334"
"1,755257244","1,40402604","0,7817223693"
"1,699513304","1,606622773","1,03110967"
"1,611231112","1,81720157","1,294621459"
"1,485306907","2,027681155","1,56448444"
"1,317788566","2,225883998","1,828666692"
"1,107975139","2,396357603","2,071538093"
"0,8574607457","2,521457636","2,275090163"
"0,5746722395","2,585607948","2,423097729"
"0,270726757","2,576129788","2,502163694"
"-0,03930749848","2,488138447","2,506561983"
"-0,3402300713","2,325957939","2,439928289"
"-0,6187296289","2,100892263","2,31291165"
"-0,8654629685","1,829889683","2,141908913"
"-1,075729923","1,531350255","1,94481629"
"-1,248849736","1,222121052","1,737984694"
"-1,386911959","0,9164032384","1,535130148"
"-1,49383552","0,6233224739","1,344859646"
"-1,574020173","0,3498516777","1,173635254"
"-1,631758887","0,09893956036","1,023888829"
"-1,670811437","-0,128277991","0,8961754694"
"-1,694595404","-0,3317700548","0,7899793237"
"-1,705551172","-0,5127946437","0,7033852477"
"-1,705731971","-0,6727602987","0,6342684653"
"-1,696937278","-0,8134127568","0,5801875103"
"-1,680256527","-0,9362991962","0,538725196"
"-1,656655368","-1,042886606","0,5075101214"
"-1,627014219","-1,134519758","0,4843147779"
"-1,592033227","-1,212476416","0,4668146426"
"-1,552290531","-1,277588995","0,4533176386"
"-1,508354926","-1,330652081","0,442189952"
"-1,460778345","-1,372474056","0,432002553"
"-1,410132814","-1,403667638","0,4211318142"
"-1,356999057","-1,424773152","0,4083795014"
"-1,301911234","-1,436411001","0,3932423849"
"-1,245403503","-1,439201587","0,3752172352"
"-1,188010024","-1,433765315","0,3538008225"
"-1,130194642","-1,42072939","0,3286040729"
"-1,072544581","-1,400783021","0,2994259341"
"-1,015535712","-1,37468122","0,2663512717"
"-0,9594260163","-1,343191679","0,229726465"
"-0,9044734744","-1,307082094","0,1898978933"
"-0,850936067","-1,267120157","0,1472119362"
"-0,799019522","-1,224012531","0,1020053675"
"-0,7488976233","-1,178590492","0,05480343309"
"-0,7006352164","-1,13157936","0,006114241591"
"-0,6541641614","-1,083504257","-0,04363835947"
"-0,6094163183","-1,034890306","-0,09403052256"
"-0,5663235473","-0,9862626316","-0,1446384002"
"-0,5248174433","-0,9380753979","-0,1950818142"
"-0,4847728286","-0,8907576799","-0,2449627383"
"-0,4460248995","-0,8446426103","-0,2939600313"
"-0,4084156349","-0,7998875172","-0,3418759608"
"-0,3717870141","-0,7566497287","-0,3885127945"
"-0,3359810161","-0,7150865729","-0,4336728002"
"-0,3008484975","-0,6753306367","-0,4771786596"
"-0,2662213936","-0,6374627299","-0,5188848434"
"-0,231947284","-0,6014993455","-0,5586960858"
"-0,1979041457","-0,5673999939","-0,5965668676"
"-0,1639699559","-0,5351241852","-0,6324516699"
"-0,1300226918","-0,5046314297","-0,6663049739"
"-0,09596115182","-0,4758638796","-0,6980928419"
"-0,06165657896","-0,4487555922","-0,7277944876"
"-0,02701708368","-0,4232098464","-0,7554089261"
"0,008023675063","-0,3991136148","-0,7809446777"
"0,04353203831","-0,3763538698","-0,8044102625"
"0,07957434711","-0,3548175839","-0,8258142009"
"0,1162169425","-0,3343917296","-0,845165013"
"0,1534935063","-0,3149398903","-0,862428602"
"0,1914901256","-0,2963667043","-0,8776801635"
"0,2302583554","-0,2785493031","-0,8909427545"
"0,2698166114","-0,2613401195","-0,9021890658"
"0,3101833093","-0,2445915866","-0,9113917881"
"0,3513768647","-0,2281561372","-0,9185236121"
"0,3934156935","-0,2118862043","-0,9235572283"
"0,4363182113","-0,1956342209","-0,9264653276"
"0,4801028338","-0,1792526198","-0,9272206005"
"0,5247743638","-0,1625746879","-0,9257648331"
"0,5703385224","-0,1454414115","-0,9220424439"
"0,6167743441","-0,1276498334","-0,9159293884"
"0,6640541744","-0,1089863542","-0,9072855284"
"0,7121503586","-0,08923737453","-0,8959707257"
"0,7610121358","-0,06815688435","-0,8817976442"
"0,8106254407","-0,04554031092","-0,8646335366"
"0,8608890035","-0,02106243976","-0,8441767242"
"0,9116912923","0,005615780665","-0,8201060872"
"0,9629207753","0,03483340189","-0,7921005064"
"1,01439868","0,06699736999","-0,7597457979"
"1,066053358","0,1024515559","-0,7227151986"
"1,117559866","0,1417624396","-0,6803822543"
"1,16858189","0,1855063129","-0,6321072"
"1,218774931","0,2342608538","-0,5772476005"
"1,267626703","0,2886798491","-0,5150488949"
"1,314864455","0,3494701235","-0,4447266889"
"1,35952564","0,417455976","-0,365272988"
"1,400647714","0,4934617055","-0,2756797977"
"1,437256138","0,5783018648","-0,1749469791"
"1,468137075","0,6727817645","-0,0620423211"
"1,491608026","0,7775729182","0,06397100684"
"1,50570544","0,8928970492","0,2035834326"
"1,508347933","1,019540368","0,3579130721"
"1,496768285","1,156483218","0,5262469599"
"1,468032403","1,302056349","0,7071961089"
"1,419431655","1,453879464","0,8985994675"
"1,347087718","1,609065215","1,097929172"
"1,249066128","1,760719819","1,298305812"
"1,12373754","1,901466124","1,492312695"
"0,970359155","2,023164731","1,67169876"
"0,7902489187","2,115615506","1,825956864"
"0,5881153554","2,170254428","1,946018138"
"0,3694271682","2,179531599","2,023794966"
"0,1423990046","2,138453606","2,053559528"
"-0,08439110707","2,048503017","2,036150208"
"-0,3025250761","1,912806538","1,974005466"
"-0,5050129363","1,739228478","1,874324512"
"-0,6867956239","1,537556751","1,74628735"
"-0,8452302564","1,31815452","1,599676811"
"-0,9794769451","1,090907264","1,443839009"
"-1,090431947","0,8639407235","1,286389503"
"-1,179868087","0,6441903584","1,133799958"
"-1,250207013","0,4356676663","0,989664884"
"-1,303903964","0,2415615662","0,8567744188"
"-1,343533074","0,06367460715","0,736601944"
"-1,371172183","-0,09777929701","0,6290718288"
"-1,388776919","-0,242791451","0,5339120858"
"-1,398103228","-0,3718983446","0,4503547061"
"-1,400412715","-0,4860661006","0,3772338178"
"-1,396814917","-0,5862792316","0,3133779247"
"-1,388368696","-0,6736430306","0,2575008061"
"-1,375828426","-0,7492368565","0,2083887566"
"-1,359746224","-0,8140201154","0,1649868197"
"-1,340674204","-0,8689522135","0,1262400392"
"-1,319099994","-0,9149186021","0,09121202767"
"-1,295469272","-0,9528196837","0,05890610453"
"-1,27008145","-0,9833229753","0,02871219546"
"-1,243215261","-1,00706316","0,00007608726518"
"-1,215149435","-1,024674921","-0,02755643325"
"-1,186113511","-1,036726741","-0,05460450432"
"-1,156394094","-1,043827391","-0,0816057107"
"-1,126161847","-1,046430601","-0,1087645453"
"-1,095556959","-1,04495221","-0,1362033802"
"-1,06471962","-1,039808056","-0,1640445879"
"-1,033790018","-1,031413977","-0,1924105404"
"-1,002888484","-1,020162412","-0,2213995097"
"-0,97212747","-1,006438179","-0,2510367097"
"-0,9416025257","-0,9905983245","-0,2813073853"
"-0,9113431851","-0,9729191623","-0,3121349621"
"-0,8813789816","-0,9536770048","-0,3434428661"
"-0,851739449","-0,9331481644","-0,3751545231"
"-0,8224541208","-0,911608954","-0,407193359"
